INSTNM	lon	lat	State
Copiah-Lincoln Community College	-90.40023978	31.69272577	MS
Delta Beauty College	-91.03670705	33.3988251	MS
Delta State University	-90.73537099	33.74475118	MS
East Central Community College	-89.11371147	32.44116998	MS
East Mississippi Community College	-88.48352131	32.83025209	MS
Fosters Cosmetology College	-88.94213855	34.75568346	MS
Academy of Hair Design-Grenada	-89.82436674	33.77437623	MS
Hinds Community College	-90.41612382	32.25611489	MS
Holmes Community College	-89.91580872	32.96999106	MS
Itawamba Community College	-88.41207838	34.27652539	MS
Jackson State University	-90.20663576	32.29678691	MS
Jones County Junior College	-89.19969945	31.5971678	MS
Meridian Community College	-88.73360936	32.36810298	MS
Millsaps College	-90.17808975	32.32310591	MS
Board of Trustees-Mississippi State Institutions of Higher Learning	-90.14469475	32.33886492	MS
Mississippi Delta Community College	-90.50205891	33.44491213	MS
University of Mississippi	-89.53743969	34.36553536	MS
Mississippi University for Women	-88.41860633	33.49331123	MS
Mississippi Valley State University	-90.34127986	33.51414815	MS
Mississippi College	-90.3298268	32.33552091	MS
Mississippi College of Beauty Culture	-89.13463744	31.69384882	MS
Mississippi Gulf Coast Community College	-89.1429574	30.78078962	MS
Mississippi State University	-88.79014443	33.4548582	MS
Northeast Mississippi Community College	-88.56298844	34.66783946	MS
Northwest Mississippi Community College	-89.96953083	34.62553839	MS
Pearl River Community College	-89.54305751	30.84432762	MS
Rust College	-89.4470047	34.77686844	MS
Southeastern Baptist College	-89.14937844	31.74851783	MS
Southwest Mississippi Community College	-90.44284977	31.29622569	MS
University of Southern Mississippi	-89.33124147	31.32661574	MS
Magnolia College of Cosmetology	-90.15183175	32.35961992	MS
Tougaloo College	-90.16076575	32.40301993	MS
Wesley Biblical Seminary	-90.15945275	32.35501692	MS
Trinity Lutheran Seminary	-82.94070118	39.95819675	OH
Trumbull Business College	-80.78219562	41.21160408	OH
Union Institute & University	-84.50014358	39.12686352	OH
United Theological Seminary	-84.27691757	39.81343066	OH
Upper Valley Career Center	-84.21468858	40.16063172	OH
Urbana University	-83.76003944	40.09988873	OH
Ursuline College	-81.46671985	41.4949791	OH
Virginia Marti College of Art and Design	-81.76974095	41.48404708	OH
Walsh University	-81.36911377	40.87330299	OH
Washington State Community College	-81.43484568	39.43131971	OH
Western Hills School of Beauty and Hair Design	-84.62726862	39.14881651	OH
Wilberforce University	-83.87936244	39.70800066	OH
Wilmington College	-83.8172754	39.44110461	OH
Winebrenner Theological Seminary	-83.65071548	41.05247192	OH
Wittenberg University	-83.81544944	39.9340367	OH
The College of Wooster	-81.93467794	40.81046795	OH
Wright State University-Main Campus	-84.0648855	39.78064166	OH
Wright State University-Lake Campus	-84.5093877	40.54753578	OH
Xavier University	-84.47765258	39.14929852	OH
ITT Technical Institute-Youngstown	-80.71046759	41.12308007	OH
Youngstown State University	-80.64651857	41.10559107	OH
American Broadcasting School-Oklahoma City	-97.43613687	35.43527619	OK
Bacone College	-95.33534435	35.77707636	OK
Oklahoma Wesleyan University	-95.95413159	36.7177585	OK
Southern Nazarene University	-97.62951192	35.5133012	OK
Broken Arrow Beauty College-Broken Arrow	-95.79748349	36.04932539	OK
Pontotoc Technology Center	-96.68182662	34.75186211	OK
Cameron University	-98.43417106	34.606493	OK
Carl Albert State College	-94.63383711	35.03821626	OK
Central State Beauty and Wellness College	-97.66798694	35.57154721	OK
University of Central Oklahoma	-97.47099289	35.65824523	OK
Claremore Beauty College	-95.61287147	36.31262444	OK
Connors State College	-95.31954833	35.49287931	OK
East Central University	-96.66420362	34.77381111	OK
Eastern Oklahoma State College	-95.32768929	34.9133422	OK
Redlands Community College	-97.97460001	35.51848118	OK
Enid Beauty College	-97.92713007	36.39327333	OK
Eves College of Hairstyling	-98.40197405	34.604766	OK
Randall University	-97.49111487	35.30076317	OK
Hollywood Cosmetology Center	-97.46679886	35.20377015	OK
Langston University	-97.26032486	35.94398829	OK
Murray State College	-96.67791359	34.22295501	OK
Spartan College of Aeronautics and Technology	-95.87901952	36.17801741	OK
Northeastern State University	-94.96853527	35.92050541	OK
Beauty Technical College Inc	-94.96202226	35.9155574	OK
Northern Oklahoma College	-97.29749493	36.67876842	OK
Northeastern Oklahoma A&M College	-94.86483531	36.87821958	OK
Northwestern Oklahoma State University	-98.66760429	36.79631936	OK
Oklahoma State University Center for Health Sciences	-96.00495855	36.13843239	OK
Oklahoma Christian University	-97.46831989	35.60904822	OK
University of Oklahoma-Health Sciences Center	-97.49629689	35.4792862	OK
Oklahoma Panhandle State University	-101.638497	36.59452416	OK
Oklahoma State University-Main Campus	-97.06975083	36.12309133	OK
Oklahoma State University-Oklahoma City	-97.58329891	35.47527819	OK
Oklahoma Baptist University	-96.93434173	35.35995521	OK
Oklahoma City Community College	-97.5701169	35.38770518	OK
Oklahoma City University	-97.5412499	35.4952772	OK
University of Oklahoma-Norman Campus	-97.44569985	35.20815815	OK
Oklahoma School of Photography	-97.49809888	35.35830618	OK
Oklahoma State University Institute of Technology	-95.9404395	35.6285943	OK
Oral Roberts University	-95.95422253	36.05071138	OK
Tulsa Technology Center-Peoria Campus	-95.97748555	36.21058341	OK
Platt College-Central OKC	-97.61038591	35.46296119	OK
Rogers State University	-95.63572547	36.32144344	OK
Rose State College	-97.41412086	35.4437262	OK
St. Gregory's University	-96.95425274	35.36761221	OK
Standard Beauty College of Oklahoma	-95.97516154	36.02344137	OK
University of Science and Arts of Oklahoma	-97.95641797	35.0313981	OK
Seminole State College	-96.70400967	35.2489952	OK
Southern School of Beauty Inc	-96.37696249	33.99115098	OK
Southeastern Oklahoma State University	-96.3768715	34.00681399	OK
Southwestern Christian University	-97.63941892	35.5136022	OK
Southwestern Oklahoma State University	-98.70797219	35.53461515	OK
Tulsa Community College	-95.90825753	36.10679439	OK
Tulsa Welding School-Tulsa	-95.95421754	36.1478304	OK
University of Tulsa	-95.94518254	36.1518934	OK
Virgil's Beauty College	-95.38024336	35.75196535	OK
Indian Capital Technology Center-Tahlequah	-94.99147627	35.9201984	OK
Western Oklahoma State College	-99.33530728	34.66890196	OK
Woodward Beauty College	-99.38658044	36.43489626	OK
High Plains Technology Center	-99.42731244	36.40621626	OK
Academy of Hair Design-Salem	-123.0396054	44.94167839	OR
Abdill Career College Inc	-122.8639379	42.32809025	OR
Paul Mitchell the School-Portland	-122.6777555	45.52213546	OR
The Art Institute of Portland	-122.6826585	45.52412146	OR
Beau Monde College of Hair Design	-122.6865205	45.51692446	OR
Blue Mountain Community College	-118.8169579	45.67731887	OR
Central Oregon Community College	-121.345818	44.07065651	OR
Chemeketa Community College	-122.9771934	44.9782114	OR
Clackamas Community College	-122.5742864	45.32319046	OR
Clatsop Community College	-123.8233538	46.18311238	OR
College of Hair Design Careers	-122.9819674	44.9499884	OR
Concorde Career College-Portland	-122.6493465	45.52793247	OR
Concordia University-Portland	-122.6379585	45.56824747	OR
Sumner College	-122.7475185	45.41039945	OR
East West College of the Healing Arts	-122.6603815	45.52866347	OR
Eastern Oregon University	-118.0938537	45.32039791	OR
Phagans School of Hair Design-Portland	-122.6499485	45.53410847	OR
New Hope Christian College-Eugene	-123.1537383	44.03312833	OR
George Fox University	-122.9684085	45.30399542	OR
Phagans Grants Pass College of Beauty	-123.29884	42.43527122	OR
ITT Technical Institute-Portland	-122.5655585	45.57537448	OR
Lane Community College	-123.0334642	44.01018434	OR
Lewis & Clark College	-122.6724925	45.45055246	OR
Linfield College-McMinnville Campus	-123.2004785	45.20133839	OR
Linn-Benton Community College	-123.1150564	44.58700137	OR
Northwest College-Beaverton	-122.8057555	45.48930645	OR
Marylhurst University	-122.6477695	45.39817946	OR
Phagans Medford Beauty School	-122.8710439	42.35194725	OR
Northwest College-Clackamas	-122.5776884	45.43833247	OR
Mount Angel Seminary	-122.7754194	45.05787643	OR
Mt Hood Community College	-122.3964814	45.51211949	OR
Multnomah University	-122.5755715	45.52714448	OR
National University of Natural Medicine	-122.6783925	45.50157046	OR
Northwest Christian University	-123.0797683	44.04748834	OR
Oregon Health & Science University	-122.6861105	45.49877746	OR
Oregon Institute of Technology	-121.7851907	42.25715734	OR
Oregon College of Art and Craft	-122.7609295	45.51060446	OR
Oregon State University	-123.2747374	44.56395535	OR
University of Oregon	-123.0758063	44.04515134	OR
Pacific Northwest College of Art	-122.6781965	45.52677146	OR
Pacific University	-123.1087915	45.52139942	OR
Phagans Beauty College	-123.3106084	44.54997834	OR
Phagans Central Oregon Beauty College	-121.264208	44.06361451	OR
Phagans School of Beauty	-122.9827784	44.9384144	OR
Phagans School of Hair Design	-122.5749894	45.43537847	OR
Summit Salon Academy-Portland	-122.7665885	45.43399945	OR
Portland Community College	-122.7314615	45.43872745	OR
Portland State University	-122.6835675	45.51123446	OR
University of Portland	-122.7268735	45.57181246	OR
Reed College	-122.6306545	45.48038147	OR
Rogue Community College	-123.393274	42.41216421	OR
Roseburg Beauty College	-123.3464491	43.20946326	OR
Pioneer Pacific College	-122.7682745	45.32110444	OR
Springfield College of Beauty	-123.0215222	44.06168534	OR
Southern Oregon University	-122.6940479	42.18647225	OR
Southwestern Oregon Community College	-124.2522543	43.39533218	OR
Treasure Valley Community College	-116.9727062	44.01938192	OR
Umpqua Community College	-123.3330502	43.28981227	OR
Warner Pacific College	-122.5942355	45.50632547	OR
Corban University	-122.9584274	44.8840854	OR
College of Cosmetology	-121.7698407	42.22702734	OR
Everest College-Portland	-122.6815485	45.52029546	OR
Western Seminary	-122.6058455	45.51234947	OR
Willamette University	-123.0307414	44.9357484	OR
Western Oregon University	-123.2383234	44.85224037	OR
University of Western States	-122.5270035	45.54317748	OR
Abington Memorial Hospital Dixon School of Nursing	-75.13007477	40.16109911	PA
Jolie Hair and Beauty Academy-Hazleton	-75.97748709	40.97493224	PA
Keystone Technical Institute	-76.83034932	40.33656908	PA
Bryn Athyn College of the New Church	-75.06093175	40.1313661	PA
Academy of Vocal Arts	-75.17368477	39.94787106	PA
Albright College	-75.90974403	40.36135912	PA
All-State Career School-Lester	-75.2806928	39.86824404	PA
Community College of Allegheny County	-80.01845633	40.45091597	PA
Allegheny College	-80.14692546	41.64807619	PA
The  Beauty Institute	-75.4267819	40.62586319	PA
DeSales University	-75.37655087	40.54014517	PA
Altoona Beauty School Inc	-78.38825682	40.50134505	PA
Alvernia University	-75.93675604	40.31003611	PA
The Beauty Institute-Ambler	-75.2222058	40.1542411	PA
American College of Financial Services	-75.32665683	40.01809207	PA
Antonelli Institute	-75.20905179	40.09077809	PA
The Art Institutes of York-PA	-76.66356325	39.99235402	PA
The Art Institute of Philadelphia	-75.16813177	39.95113306	PA
Career Training Academy-Lower Burrell	-79.70874924	40.58326701	PA
The Art Institute of Pittsburgh	-79.99945532	40.43752897	PA
Automotive Training Center-Exton	-75.64444793	40.05785707	PA
Clarks Summit University	-75.68547404	41.49507035	PA
Community College of Beaver County	-80.30527543	40.654833	PA
Arcadia University	-75.16520678	40.09194909	PA
Biblical Theological Seminary	-75.30389884	40.28142212	PA
Bidwell Training Center Inc	-80.03280233	40.45838597	PA
Bloomsburg University of Pennsylvania	-76.44638524	41.00799722	PA
Bradford School	-80.00368232	40.43295597	PA
Bryn Mawr College	-75.31498982	40.02854907	PA
Bucknell University	-76.88261838	40.9543252	PA
Bucks County Community College	-74.96584273	40.23911013	PA
Bucks County School of Beauty Culture Inc	-75.00705573	40.16645711	PA
Butler Beauty Academy	-79.89502632	40.85801705	PA
Butler County Community College	-79.91143632	40.82937205	PA
Cabrini University	-75.37526484	40.05636308	PA
California University of Pennsylvania	-79.88448026	40.0664809	PA
Cambria-Rowe Business College-Johnstown	-78.91081497	40.30375099	PA
Carlow University	-79.96393031	40.43985897	PA
Carnegie Mellon University	-79.9429173	40.44462397	PA
Cedar Crest College	-75.51922292	40.58632618	PA
Central Penn College	-76.93446335	40.30490807	PA
Chatham University	-79.9260863	40.44843997	PA
Chestnut Hill College	-75.2287438	40.08678809	PA
Cheyney University of Pennsylvania	-75.52937989	39.93230105	PA
Brightwood Career Institute-Philadelphia Mills	-74.96669072	40.0895751	PA
Citizens School of Nursing	-79.76647826	40.561517	PA
Clarion University of Pennsylvania	-79.37750418	41.20781314	PA
DLP Conemaugh Memorial Medical Center	-78.91888197	40.30533099	PA
Consolidated School of Business-York	-76.75737628	39.98521501	PA
Curtis Institute of Music	-75.17072877	39.94886506	PA
Dean Institute of Technology	-80.01568632	40.41002096	PA
Delaware County Community College	-75.39308184	39.96673206	PA
Delaware Valley University	-75.15820379	40.29757813	PA
Dickinson College	-77.19785643	40.20280404	PA
Pennsylvania State University-Dickinson Law	-77.19779643	40.19945104	PA
Douglas Education Center	-79.88832326	40.16169992	PA
Drexel University	-75.18874678	39.95486307	PA
Du Bois Business College-Du Bois	-78.75442898	41.12426915	PA
Duquesne University	-79.99304932	40.43750397	PA
East Stroudsburg University of Pennsylvania	-75.17261584	40.99622827	PA
Eastern University	-75.37026984	40.05231408	PA
Edinboro University of Pennsylvania	-80.12636647	41.86998623	PA
Elizabethtown College	-76.59322623	40.14924405	PA
Empire Beauty School-State College	-77.85600267	40.78744513	PA
Empire Beauty School-Lebanon	-76.42330419	40.31103709	PA
Empire Beauty School-York	-76.67466525	39.97255101	PA
Empire Beauty School-Lancaster	-76.35407115	40.03826204	PA
Empire Beauty School-Williamsport	-76.96678543	41.24926525	PA
Empire Beauty School-Shamokin Dam	-76.81589335	40.85456718	PA
Empire Beauty School-Pottsville	-76.18641914	40.70645918	PA
Empire Beauty  School-Lehigh Valley	-75.48547292	40.63006819	PA
Empire Beauty School-Gwinnett	-84.12386414	33.93985449	GA
Empire Beauty School-Wyoming Valley	-75.70173703	41.37575132	PA
Empire Beauty School-Warminster	-75.10030177	40.20212612	PA
Empire Beauty School-Harrisburg	-76.82936532	40.29356607	PA
Empire Beauty School-Reading	-75.92746704	40.37017412	PA
Erie Institute of Technology Inc	-80.10085648	42.07173327	PA
Evangelical Theological Seminary	-76.30625416	40.37298911	PA
Faith Theological Seminary	-76.60590819	39.3716469	MD
Aria Health School of Nursing	-74.97827672	40.12518311	PA
Franklin and Marshall College	-76.31903914	40.04805304	PA
Gannon University	-80.08716948	42.12841128	PA
Geneva College	-80.32182944	40.77252602	PA
Gettysburg College	-77.23498442	39.83609897	PA
Empire Beauty School-NE Philadelphia	-74.97180972	40.0850151	PA
Gratz College	-75.13391677	40.06721409	PA
Grove City College	-80.0814844	41.1558081	PA
Gwynedd Mercy University	-75.23660281	40.20281211	PA
Harcum College	-75.31480282	40.02259007	PA
Harrisburg Area Community College-Harrisburg	-76.88641034	40.29678507	PA
Haverford College	-75.30520882	40.00746007	PA
Commonwealth Technical Institute	-78.94791898	40.30433999	PA
